431.23, 1589, 1796
425.89, 1575, 1795
420.78, 1599, 1840
415.67, 1564, 1850
410.11, 1579, 1922
405.22, 1603, 2002
399.89, 1577, 2014
394.11, 1544, 1896
388.55, 1517, 1901
383.22, 1496, 1874
377.88, 1519, 1940
372.77, 1533, 1942
367.43, 1500, 1925
362.10, 1436, 1922
356.76, 1425, 1852
351.21, 1458, 1869
346.09, 1530, 1865
340.98, 1536, 1838
335.87, 1574, 1797
330.31, 1571, 1804
325.20, 1551, 1777
319.64, 1560, 1769
314.53, 1597, 1742
308.75, 1657, 1776
303.64, 1580, 1777
298.08, 1660, 1780
292.97, 1616, 1785
287.63, 1647, 1791
282.08, 1649, 1900
276.52, 1674, 1874
271.18, 1589, 1871
265.85, 1968, 2109
260.52, 2554, 2540
255.40, 2710, 2708
249.85, 2699, 2714
244.73, 2717, 2726
239.18, 2714, 2725
234.06, 2707, 2729
228.51, 2701, 2734
223.17, 2706, 2736
217.84, 2648, 2714
212.50, 2375, 2562
207.17, 1636, 2200
201.83, 1536, 1803
196.50, 1520, 1800
191.39, 1548, 1746
186.05, 1547, 1771
180.49, 1549, 1835
175.16, 1602, 1931
170.05, 2278, 2451
164.71, 2607, 2619
159.15, 2708, 2715
153.82, 2690, 2717
148.48, 2686, 2715
143.15, 2697, 2724
138.04, 2714, 2728
132.70, 2714, 2725
127.15, 2706, 2720
122.03, 2608, 2689
116.70, 2125, 2497
